Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
FC036948,CURIOSITY SOFTWARE IRELAND LIMITED,19,4299887,1.111,,1.111,Small,05/29/2019 00:00:00,"Curiosity software are your partners when designing, building and rigorously testing complex systems in short sprints.",curiositysoftware.ie,A98 XV40,Electronics Manufacturing,Electronics Manufacturing: Communications,,0,,0
10888253,GROUND CONTROL TECHNOLOGIES HOLDINGS LTD,126,45013334,0.21150000000000002,0.192,0.231,Large,07/28/2017 00:00:00,Ground control's systems deliver best in breed satellite & cellular iot solutions for your remote critical communication needs. discover our range of solutions.,groundcontrol.com,GL2 8AX,"Space Energy, Cyber, Geospatial Economy, Telecommunications, Electronics Manufacturing, Internet of Things, Space Economy, AgriTech","Space Energy: Operations Management, Space Energy: Ground Segment, Cyber: IoT Security, Geospatial Economy: Data Processing and Visualisation, Telecommunications: Network Providers, Telecommunications: Satellite Communications, Electronics Manufacturing: Communications, Internet of Things: Connectivity Platforms, Space Economy: Mapping, Space Economy: Communications, Space Economy: Data Infrastructures, Space Economy: Location and Connectivity, AgriTech: Remote Sensing",,0,,0
SC548124,NOVOSOUND LTD,64,10686838,0.352,0.352,,Medium,10/19/2016 00:00:00,"Novosound is an award-winning scottish sensors company utilising thin-film processes to eliminate conventional limitations in ultrasound sensors. this includes customisable solutions for emerging applications in industrial, medical, dental and wearable markets.",novosound.net,EH4 2HS,"Life Sciences, MedTech, Sensors","Life Sciences: Life Sciences Manufacturing, MedTech: Imaging, Sensors: Medical, Sensors: Industry 4.0",17536,9.03,2024-05-01,0
04544909,B & S ENTERPRISES LIMITED,44,4073707,0.232,0.232,,Small,09/25/2002 00:00:00,"B&s provides full service design, manufacturing & installation solutions for energy management processes & industrial control applications.",bsgroupltd.com,SA43 1BZ,"Electronics Manufacturing, Energy Storage","Electronics Manufacturing: Electronic components and boards, Energy Storage: Uninterruptible power supply",,0,,0
10631588,WAYMO UK LTD.,22,20414250,1.1929999999999998,0.054,2.332,Medium,02/21/2017 00:00:00,Waymo—formerly the google self-driving car project—makes it safe and easy for people & things to get around with autonomous vehicles. take a ride now.,waymo.com,EC4A 3TW,"Sensors, Robotics and Autonomous systems","Sensors: Mobility, Sensors: Autonomous vehicles, Robotics and Autonomous systems: AI Software, Robotics and Autonomous systems: Mobility: CAV / Self-driving vehicles",541994.3,2.24,2021-09-01,0
11564614,MAJENTA UK LIMITED,109,13649074,0.332,0.435,0.229,Medium,09/12/2018 00:00:00,"Majenta solutions enables you to create better digital transformation opportunities within aerospace, automotive, bim and construction, and manufacturing.",majentasolutions.com,CV3 4GA,"Design and Modelling Technologies, Advanced Manufacturing","Design and Modelling Technologies: 3D Modelling and Scanning, Advanced Manufacturing: Digital Design",,0,,0
09714317,ROBIQUITY LIMITED,157,9472899,0.521,0.521,,Medium,08/03/2015 00:00:00,"Robiquity allows your business to easily apply rpa at scale, delivering business process automation to transform your organisation’s operations.",robiquity.com,M3 3GS,"Artificial Intelligence, Advanced Manufacturing, Marine and Maritime","Artificial Intelligence: Industry 4.0 and Automation, Advanced Manufacturing: Robotics and Automation, Advanced Manufacturing: Artificial Intelligence, Marine and Maritime: Autonomy & Robotics",,0,2022-07-01,0
08923555,PYRAMID ANALYTICS UK LIMITED,82,5744585,0.603,0.603,,Medium,03/05/2014 00:00:00,The pyramid analytics decision intelligence platform is purpose-built to power faster and sharper decisions. learn how it can improve your business decisions here.,pyramidanalytics.com,W1W 7BR,"Software as a Service (SaaS), Artificial Intelligence, Advanced Manufacturing, MedTech, Data Infrastructure, FinTech","Software as a Service (SaaS): Analytics, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, MedTech: Artificial Intelligence, Data Infrastructure: Data Infrastructure Services, FinTech: Alternative Credit Analysis",,0,,0
08718604,BEST ENERGY LTD,77,3215488,0.323,0.323,,Medium,10/04/2013 00:00:00,"Best.energy innovate, manufacture & produce smart iot energy management and reduction technologies here in the uk. end-to-end energy efficiency solutions.",best.energy,BS1 6BX,"Energy Management, Internet of Things, Advanced Manufacturing","Energy Management: Energy Management Systems, Energy Management: AI and IoT, Internet of Things: Energy Management & Smart Buildings, Advanced Manufacturing: Industrial IoT",0,0,2015-11-01,0
10687859,ALLOYED LIMITED,262,16697500,1.3385,0.62,2.057,Large,03/23/2017 00:00:00,We deliver next generation performance for metal components through our unique stack of alloy and process design technologies.,alloyed.com,OX5 1QU,Advanced Materials,Advanced Materials: Metals,7057886.25,18.95,2021-07-01,0
NI607087,DATA INTELLECT SERVICES LIMITED,240,26408750,0.1995,0.149,0.25,Medium,04/14/2011 00:00:00,"Aquaq are leading providers of data management, analytics, mining and enterprise software development services for clients operating within the capital markets.",aquaq.co.uk,BT1 6EA,"Software as a Service (SaaS), Cloud Computing, Artificial Intelligence, Advanced Manufacturing, Data Infrastructure","Software as a Service (SaaS): Analytics, Cloud Computing: SaaS (Software as a Service), Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software",,0,2021-05-01,0
09762837,SPECTRUM MEDICAL GROUP LIMITED,504,139782795,0.30200000000000005,0.263,0.341,Large,09/04/2015 00:00:00,,spectrummedical.com,GL2 9QL,"Electronics Manufacturing, Life Sciences, Photonics, Quantum Economy","Electronics Manufacturing: Electromedical technologies, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Photonics: Quantum Tech, Quantum Economy: Components and Materials",,0,,0
07992877,SNAP ANALYTICS LTD,55,2586293,0.932,0.932,,Medium,03/15/2012 00:00:00,"Home - snap analytics help simplify warehousing and analytics projects by utilising new technology to deliver better, faster data solutions.",snapanalytics.co.uk,BS1 6AA,"Data Intermediaries, Artificial Intelligence, Agency Market, Advanced Manufacturing, Data Infrastructure","Data Intermediaries: Undefined Intermediaries, Artificial Intelligence: Data Analysis, Agency Market: Analytics, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services",,0,,0
10005971,HARK SYSTEMS LTD.,32,4617164,0.264,0.264,,Small,02/15/2016 00:00:00,"At hark, we’re at the forefront of iot in energy, manufacturing, retail and more. improve efficiency, maximise yield and reduce waste.",harksys.com,LS1 4JB,"Net Zero, Cyber, Energy Management, Internet of Things, Artificial Intelligence, Advanced Manufacturing, MedTech, AgriTech","Net Zero: Building Technologies, Cyber: IoT Security, Energy Management: Energy Management Systems, Energy Management: AI and IoT, Internet of Things: Smart Cities and Transport, Internet of Things: Industrial IoT, Internet of Things: Energy Management & Smart Buildings, Artificial Intelligence: Green Tech, Advanced Manufacturing: Industrial IoT, MedTech: Monitoring Technologies, AgriTech: Remote Sensing",,0,,0
02385838,REBOUND ELECTRONICS (UK) LIMITED,160,821082135,0.3345,0.041,0.628,Large,05/18/1989 00:00:00,"Rebound electronics find the electronic components you need, when you need them and at the right price, including hard-to-find components.",reboundeu.com,RG14 2PZ,"Supply Chain Logistics, Electronics Manufacturing","Supply Chain Logistics: Service Providers, Electronics Manufacturing: Electronic components and boards",,0,,0
SC330746,CERES HOLOGRAPHICS LIMITED,30,2074595,0.248,0.248,,Small,09/11/2007 00:00:00,"Ceres holographic optical elements enable transparent display (td) and augmented reality (ar) applications for automotive, transportation, aerospace, wearables.",ceresholographics.com,EH4 2HS,"Electronics Manufacturing, Immersive Technologies, Photonics","Electronics Manufacturing: Optical devices, Immersive Technologies: Augmented Reality, Photonics: Optics",434647,7.53,2023-11-01,0
10505662,II-VI COMPOUND SEMICONDUCTORS LIMITED,421,261323885,0.542,0.28,0.804,Large,12/01/2016 00:00:00,,ii-vi.com,E14 5HU,"Space Energy, In-Orbit Servicing and Manufacturing, Computer Hardware, Advanced Materials, Space Economy, MedTech, Photonics, Quantum Economy","Space Energy: Power Core, In-Orbit Servicing and Manufacturing: Space Manufacturing, Computer Hardware: Tools, Computer Hardware: Semiconductor electronics, Advanced Materials: Optics and Photonics, Advanced Materials: Electrochemical, Space Economy: Communications, MedTech: Advanced Materials, MedTech: Photonics, Photonics: Optics, Photonics: Industry 4.0, Photonics: Quantum Tech, Quantum Economy: Components and Materials",,0,,0
07358166,JMAN GROUP LIMITED,197,18713242,0.632,0.632,,Medium,08/26/2010 00:00:00,"We're a global team of consultants, data scientists and full-stack engineers, enhancing business growth via commercial strategies, data and analytics.",jmangroup.com,EC3N 3AJ,"Artificial Intelligence, Advanced Manufacturing, Data Infrastructure","Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services",,0,,0
10613579,TENTHPIN MANAGEMENT CONSULTANTS LIMITED,53,3972558,0.553,0.553,,Medium,02/10/2017 00:00:00,Tenthpin is a global management business & technology consulting firm with deep expertise in life sciences. explore our independent advice & services.,tenthpin.com,EC4A 3TW,"Research and Consulting - Physical Sciences and Engineering, Life Sciences, Artificial Intelligence, Advanced Manufacturing, Pharma","Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting, Life Sciences: Life Sciences Manufacturing, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, Pharma: Artificial Intelligence and Blockchain, Pharma: Research and Data Analytics",,0,,0
07553427,TFP HYDROGEN PRODUCTS LIMITED,26,12700000,0.493,0.165,0.821,Medium,03/07/2011 00:00:00,Tfp hydrogen is a world leader in green hydrogen technology. we create electrochemical solutions for long-lasting and efficient hydrogen products for our customers.,tfphydrogen.com,LA9 6PZ,"Net Zero, Energy Generation, Energy Storage, Advanced Materials","Net Zero: Low Carbon Energy Generation, Energy Generation: Hydrogen, Energy Storage: Hydrogen, Advanced Materials: Emergent, Advanced Materials: Electrochemical",973371.8,0.39,2020-09-01,0
08232223,ADJUST SOFTWARE LIMITED,49,2317964,0.526,0.526,,Small,09/27/2012 00:00:00,"Mobile measurement made easy: adjust unifies all your marketing activities into one powerful platform, giving you the insights you need to scale your business.",adjust.com,WD17 1DL,"Software as a Service (SaaS), Electronics Manufacturing, Data Infrastructure, FinTech","Software as a Service (SaaS): Marketing, Electronics Manufacturing: Measuring and metrology devices, Data Infrastructure: Data Infrastructure Services, FinTech: Alternative Credit Analysis",,0,,0
10192806,RES ENERGY SERVICES LIMITED,146,24273080,0.404,0.394,0.414,Medium,05/21/2016 00:00:00,,ingeteam.com,WD4 8LR,"Net Zero, Energy Management, Electronics Manufacturing, Energy Storage","Net Zero: Energy Storage, Net Zero: Grid, Net Zero: Renewable Energy Planning Database, Net Zero: Renewables, Energy Management: Energy Management Systems, Electronics Manufacturing: Energy generation or distribution tech, Energy Storage: Mechanical, Energy Storage: Hydrogen, Energy Storage: Batteries",,0,,0
08730014,IMPULSE CORPORATION LIMITED,73,13210716,0.931,0.931,,Medium,10/14/2013 00:00:00,"Impulse is a trusted supplier and integrator of industrial computers, rock solid rack pcs, embedded systems and iiot devices to some of the largest companies in the uk.",www.impulse-embedded.co.uk,ST5 7UT,"In-Orbit Servicing and Manufacturing, Cyber, Electronics Manufacturing, Internet of Things, Software Development, Computer Hardware, Artificial Intelligence, Advanced Manufacturing, MedTech","In-Orbit Servicing and Manufacturing: Inspection, Cyber: IoT Security, Electronics Manufacturing: Computer manufacture, Internet of Things: e-Health, Internet of Things: Industrial IoT, Software Development: Embedded Software, Computer Hardware: Embedded Systems, Artificial Intelligence: Systems Optimisation, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Industrial IoT, MedTech: Monitoring Technologies",,0,,0
SC569511,SKYRORA LIMITED,121,6221720,0.51,0.51,,Medium,06/23/2017 00:00:00,"Skyrora limited are a uk company, producing technology inspired by black arrow. we aim to reduce the cost of space launches.",skyrora.com,G68 9LD,"Space Energy, In-Orbit Servicing and Manufacturing, Space Economy","Space Energy: Power Core, Space Energy: Operations Management, In-Orbit Servicing and Manufacturing: Debris, In-Orbit Servicing and Manufacturing: Space Hardware, In-Orbit Servicing and Manufacturing: Space Manufacturing, Space Economy: Launch Services, Space Economy: Launch Vehicles",445606,39.88,2023-01-01,1
05956962,SPECTRUM MEDICAL LIMITED,118,132224831,0.20750000000000002,0.086,0.329,Large,10/05/2006 00:00:00,,spectrummedical.com,GL2 9QL,"Electronics Manufacturing, Life Sciences, Photonics, Quantum Economy","Electronics Manufacturing: Electromedical technologies, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Photonics: Quantum Tech, Quantum Economy: Components and Materials",,0,,0
05669272,METRO SUPPLY CHAIN (UK) LIMITED,165,0,2.069,2.069,,Medium,01/09/2006 00:00:00,"Metro supply chain designs, builds and runs innovative supply chain operations that evolve with business needs. let us future proof your supply chain.",metroscg.com,IP28 6RX,"In-Orbit Servicing and Manufacturing, Supply Chain Logistics","In-Orbit Servicing and Manufacturing: Space Manufacturing, Supply Chain Logistics: Supply Chain Visibility, Supply Chain Logistics: Management Platforms, Supply Chain Logistics: Freight Tracking Tech, Supply Chain Logistics: Artificial Intelligence, Supply Chain Logistics: Automation, Supply Chain Logistics: Service Providers",,0,,0
01985641,TRIMECH ENTERPRISE SOLUTIONS LIMITED,33,35870072,0.598,0.147,1.049,Medium,02/04/1986 00:00:00,"We discuss cad cam cae plm fea software, skills, training, product innovation in all industries, mainly about products from dassault systemes catia, 3dexperience, solidworks, power'by, plm etc; msc software's apex, adama, nastran, patran msc one and more. desktop engineering blog - cad cam cae fea tips, techniques and talking points. for all product, consultancy and training visit dte.co.uk",dte.co.uk,CV8 2LY,"Space Economy, Advanced Manufacturing","Space Economy: Software, Advanced Manufacturing: Digital Design",,0,,0
10218146,HEALTHCALL SOLUTIONS LIMITED,31,1047906,0.351,0.351,,Small,06/07/2016 00:00:00,"Health call provides digital health care solutions to improve patient care, in partnership with nhs trusts.",nhshealthcall.co.uk,NE11 0SR,"Software as a Service (SaaS), Internet of Things, Life Sciences, Sensors","Software as a Service (SaaS): Healthcare, Internet of Things: e-Health, Life Sciences: Human Health Services, Sensors: Medical",,0,,0
12329873,PCS WIRELESS UK LIMITED,70,0,1.366,1.366,,Medium,11/22/2019 00:00:00,"Pcs wireless is a global technology and logistics leader powering the secondary market for mobile phones, tablets, wearables and other related accessories.",pcsww.com,RG12 2UP,Electronics Manufacturing,Electronics Manufacturing: Computer manufacture,,0,,0
10149459,CYNOZURE GROUP LTD,20,930578,0.228,0.228,,Small,04/27/2016 00:00:00,Cynozure is a data and analytics strategy consultancy that creates data-guided organisations; based in london and new york,cynozure.com,AL3 5BH,"Agency Market, Advanced Manufacturing, Data Infrastructure, AgriTech, AdTech","Agency Market: Analytics, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services, AgriTech: Management Platforms, AdTech: Data Management and Analysis",,0,,1
05363416,GREENKOTE PLC,406,9789874,0.5705,1.115,0.026,Large,02/14/2005 00:00:00,"The higher performance, eco-friendly replacement for galvanizing!",greenkote.com,BN99 3HH,"Advanced Materials, Advanced Manufacturing","Advanced Materials: Coatings, Advanced Manufacturing: Coating Tech",,0,,0
10831147,HOLT ENGINEERING RECRUITMENT LIMITED,29,1487987,0.344,0.344,,Small,06/22/2017 00:00:00,Engineering job specialists,holtengineering.co.uk,BH8 8ES,"Business Support Services, Space Economy, Advanced Manufacturing","Business Support Services: Employment and Recruitment Services, Space Economy: Space Ecosystem, Advanced Manufacturing: Computer Aided Manufacturing",,0,,0
NI060197,MAINE SURFACE FINISHING LIMITED,333,49478713,0.202,0.159,0.245,Large,07/19/2006 00:00:00,,mainegroup.co.uk,BT44 9DB,Advanced Manufacturing,Advanced Manufacturing: Coating Tech,0,0,,0
11085573,EXSEL DESIGN AND INTEGRATION LIMITED,48,6347429,0.261,0.261,,Small,11/28/2017 00:00:00,"The exsel group provides data collection, design & integration engineering, aircraft trainers, lightweight armour, data security to defence and industry.",exsel-group.com,SW6 2BW,Electronics Manufacturing,Electronics Manufacturing: Electronic components and boards,,0,,0
10375761,RENISHAW NEURO SOLUTIONS LTD,52,8986508,0.543,0.05,1.036,Medium,09/14/2016 00:00:00,"In metrology, motion control, machine calibration, dental cad/cam, additive manufacturing, spectroscopy and neurosurgery, renishaw innovations enhance precision, efficiency and quality. products include cmm touch-trigger probes, scanning probes, cmm retrofits, gauging, machine tool touch probes, laser probes, linear encoders, angle encoders, magnetic encoders, magnetic rotary encoders, raman spectroscopy, laser calibration, laser sintering, dental scanners and neurosurgical robots.",renishaw.com,GL12 8SP,"In-Orbit Servicing and Manufacturing, Neurotechnology, Electronics Manufacturing, Life Sciences, Artificial Intelligence, Advanced Manufacturing, Photonics","In-Orbit Servicing and Manufacturing: Inspection, In-Orbit Servicing and Manufacturing: Space Manufacturing, Neurotechnology: Invasive Technologies - Stimulating, Electronics Manufacturing: Measuring and metrology devices, Life Sciences: Life Sciences Manufacturing, Artificial Intelligence: Industry 4.0 and Automation, Advanced Manufacturing: Robotics and Automation, Photonics: Industry 4.0",,0,,0
09689612,INDUCTOSENSE LIMITED,37,2593802,0.276,0.276,,Small,07/16/2015 00:00:00,,inductosense.com,BS4 3AP,Sensors,"Sensors: Industry 4.0, Sensors: Environmental Monitoring",819130.8,1.38,2023-04-01,0
11025218,GWT INSIGHT LIMITED,13,2599646,0.224,0.224,,Small,10/23/2017 00:00:00,"We are a commercial building data company. we create and deliver intelligent products from real time data. working with clients in the insurance and property sectors, we combine our technology and knowledge to unlock unseen data to build insights and products that haven’t been previously possible. this creates potential for competitive advantage and the creation … who we are read more »",gwtinsight.com,WD17 1HP,"Net Zero, Artificial Intelligence, Sensors","Net Zero: Building Technologies, Artificial Intelligence: Green Tech, Sensors: Image and Video Analysis",,0,,0
SC595836,SPACE INTELLIGENCE LTD,75,4442962,1.161,1.161,,Medium,05/01/2018 00:00:00,,cgi.com,EH2 3ES,In-Orbit Servicing and Manufacturing,"In-Orbit Servicing and Manufacturing: Servicing, In-Orbit Servicing and Manufacturing: Space Manufacturing, In-Orbit Servicing and Manufacturing: Space Software, In-Orbit Servicing and Manufacturing: Assembly",59693,0.08,2022-12-01,0
10551260,ROUSE ACQUISITIONCO LIMITED,440,48179766,0.2895,0.345,0.234,Large,01/06/2017 00:00:00,"Humanetics is the global leader in the design, manufacture & supply of biofidelic crash test dummies, calibration equipment, crash sensors instrumentation, software modeling and active safety testing equipment.",humaneticsgroup.com,SO16 7QQ,"Space Energy, Electronics Manufacturing, Sensors","Space Energy: Power Core, Electronics Manufacturing: Communications, Sensors: Mobility, Sensors: Industry 4.0, Sensors: Environmental Monitoring, Sensors: Autonomous vehicles",,0,,0
09364823,MATERIALS SOLUTIONS LIMITED,95,15349830,0.2685,0.202,0.335,Medium,12/22/2014 00:00:00,"Materials solutions – a siemens energy business - is an expert in the use of selective laser melting (slm) to manufacture of high-performance metal parts. the company offers additive manufacturing services for the energy industry as well as for aerospace, automotive and motor sports, and other high-performance applications.",materialssolutions.co.uk,NE6 2YL,"Space Energy, In-Orbit Servicing and Manufacturing, Electronics Manufacturing, Artificial Intelligence, Space Economy","Space Energy: Power Core, In-Orbit Servicing and Manufacturing: Inspection, In-Orbit Servicing and Manufacturing: Space Manufacturing, Electronics Manufacturing: Electromedical technologies, Artificial Intelligence: Industry 4.0 and Automation, Space Economy: Engineering, Space Economy: In-orbit manufacturing",24517,0,2016-08-01,0
SC513133,MAKAR TECHNOLOGIES LIMITED,71,11837061,0.331,0.331,,Medium,08/14/2015 00:00:00,"Uk based electronics manufacturing services (ems). from design support through to pcb assembly and product build, we cater for a range of market sectors.",makartechnologies.com,IV36 2AB,Electronics Manufacturing,Electronics Manufacturing: Electronic components and boards,,0,,0
SC557798,POCKET SIZED HANDS LIMITED,29,876763,0.268,0.268,,Small,02/16/2017 00:00:00,Pocket sized hands is an award-winning ar and vr developer focusing on building bespoke software solutions for brands and business worldwide.,pocketsizedhands.co.uk,DD1 2HB,"Immersive Technologies, Digital Creative Industries, Software Development, EdTech, Advanced Manufacturing","Immersive Technologies: Virtual Reality, Immersive Technologies: Mixed Reality, Immersive Technologies: Media, Immersive Technologies: Manufacturing & Engineering, Immersive Technologies: Gaming, Immersive Technologies: Edtech, Immersive Technologies: Hardware, Digital Creative Industries: Gaming, Software Development: Games Development, EdTech: Immersive Experiences, Advanced Manufacturing: Augmented and Virtual Reality",43326,0,2020-10-01,0
07728869,3DPRINTUK LIMITED,28,2526420,0.25,0.25,,Small,08/04/2011 00:00:00,"3dprintuk - the best sls and mjf 3d printing service in london. fast 3d printing and rapid prototyping, specialising in low volume batch production runs.",3dprint-uk.co.uk,CV8 2LY,Advanced Manufacturing,Advanced Manufacturing: Prototyping,,0,2023-06-01,0
09924516,VIVACITY LABS LIMITED,240,5937188,0.414,0.414,,Medium,12/21/2015 00:00:00,Vivacity's artificial intelligence solution provides detailed and anonymous data insights to help optimise the transport network and improve urban infrastructure.,vivacitylabs.com,N1 6ED,"Net Zero, Internet of Things, Artificial Intelligence, Space Economy, Sensors, Data Infrastructure","Net Zero: Pollution Control and Mitigation, Internet of Things: Smart Cities and Transport, Artificial Intelligence: Image Processing, Space Economy: Location and Connectivity, Sensors: Mobility, Sensors: Industry 4.0, Sensors: Image and Video Analysis, Data Infrastructure: Data Infrastructure Services",4716378.02,15.76,2023-02-01,0
09526512,ANB SENSORS LTD,20,1042056,0.265,0.265,,Small,04/07/2015 00:00:00,"Anb sensors design and develop the next generation of calibration-free, solid state ph sensors used for measuring ph in all industries.",anbsensors.com,CB23 2RF,"Electronics Manufacturing, Sensors, Photonics","Electronics Manufacturing: Measuring and metrology devices, Sensors: Medical, Sensors: Industry 4.0, Sensors: Environmental Monitoring, Sensors: Autonomous vehicles, Sensors: Image and Video Analysis, Photonics: Smart Sensors",525630,0.65,2023-01-01,0
09637739,COLLIBRA UK LIMITED,287,117915479,0.47100000000000003,0.547,0.395,Large,06/15/2015 00:00:00,"Get your enterprise united by data: data intelligence solutions include data catalog, data governance, data lineage, data quality & observability & more.",collibra.com,EC1A 4HD,"Cloud Computing, Data Intermediaries, Artificial Intelligence, Advanced Manufacturing, Data Infrastructure","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, Data Infrastructure: Data Centres, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage",,454.72,2022-01-01,0
03699400,NAVTECH RADAR LIMITED,220,32051507,0.3175,0.327,0.308,Medium,01/21/1999 00:00:00,"Reliable radar technology designed for applications where safety is essential. smart motorways, intelligent transport systems, airports, autonomous vehicles",navtechradar.com,OX12 8PD,"Sensors, Robotics and Autonomous systems","Sensors: Mobility, Sensors: Autonomous vehicles, Robotics and Autonomous systems: Mobility: CAV / Self-driving vehicles",1300135,0.9,2018-05-01,0
03488963,PILZ AUTOMATION TECHNOLOGY UK LIMITED,3,645704,0.137,0.137,,Micro,12/30/1997 00:00:00,"Pilz is a complete automation technology supplier operating internationally. we supply components, systems and services for safe automation. - pilz - cn",pilz.com,NN18 8TJ,"Autonomy and Robotics, Advanced Manufacturing, Food Tech, Sensors","Autonomy and Robotics: Sensing and Perception, Autonomy and Robotics: Robotic Integration, Autonomy and Robotics: Robotic Mobility, Advanced Manufacturing: Robotics and Automation, Food Tech: Food Safety and Traceability, Sensors: Autonomous vehicles, Sensors: Image and Video Analysis",,0,,0
10237978,IMPULSE INNOVATIONS LIMITED,165,7758880,1.059,1.059,,Medium,06/17/2016 00:00:00,Causalens uses causal ai to develop decision-making ai that organizations trust with their complex enterprise initiatives.,causalens.com,W14 0QL,"Supply Chain Logistics, EdTech, Artificial Intelligence, Advanced Manufacturing, MedTech","Supply Chain Logistics: Artificial Intelligence, EdTech: Artificial Intelligence, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Machine Learning, Advanced Manufacturing: Artificial Intelligence, MedTech: Artificial Intelligence",49781,37.64,2022-01-01,0
07705237,DATATONIC LTD.,262,12460692,0.617,0.617,,Large,07/14/2011 00:00:00,We help clients make better business decisions with the power of modern data stack and mlops on google cloud.,datatonic.com,E14 5AB,"Software as a Service (SaaS), Cloud Computing, Data Intermediaries, Artificial Intelligence, Advanced Manufacturing, Data Infrastructure","Software as a Service (SaaS): Analytics, Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Intermediaries: Undefined Intermediaries, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Machine Learning, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, Advanced Manufacturing: Artificial Intelligence, Data Infrastructure: Data Infrastructure Services",,0,,0
10956325,NANOSUN LIMITED,165,0,0.701,0.701,,Medium,09/11/2017 00:00:00,"Nanosun develop and manufacture low-cost hydrogen refuelling solutions for the transport sector, enabling end users to unlock the benefits of hydrogen.",nanosun.co.uk,M2 3DE,"Net Zero, Energy Generation, Energy Storage, Advanced Materials","Net Zero: Low Carbon Energy Generation, Energy Generation: Hydrogen, Energy Storage: Hydrogen, Advanced Materials: Emergent",1296106,14.04,2021-12-01,0
07783306,REES TRADING UK LTD,178,23055168,0.7705000000000001,1.217,0.324,Medium,09/22/2011 00:00:00,"Uk robotics and automation supplier specialising in packaging systems. robotic automation, packaging machinery, robot palletisers, industrial weighing systems, pallet wrapping and stretch hooding, baler machinery and bulk bagging systems",rmgroupuk.com,SY16 4LE,"Autonomy and Robotics, Advanced Manufacturing, Food Tech, Pharma, Robotics and Autonomous systems","Autonomy and Robotics: Robotic Integration, Autonomy and Robotics: Robotic Mobility, Advanced Manufacturing: Robotics and Automation, Food Tech: Food Safety and Traceability, Pharma: Automation, Robotics and Autonomous systems: Integrators, Robotics and Autonomous systems: Logistics / warehousing, Robotics and Autonomous systems: Packaging",,0,,0
06624101,THE ELECTROSPINNING COMPANY LIMITED,36,1151644,0.22,0.22,,Small,06/19/2008 00:00:00,"The electrospinning company ltd designs, develops and manufactures nanofibrous biomaterials for use in tissue-regenerative devices.",electrospinning.co.uk,OX11 0QX,"Biopharmaceutical, Life Sciences, Advanced Materials","Biopharmaceutical: Blood & Tissue Product, Life Sciences: Biology and Biotech, Life Sciences: Life Sciences Manufacturing, Advanced Materials: Biomaterials",1755805,2.87,2022-01-01,0
09633575,DYNAMON LTD,21,1002475,0.234,0.234,,Small,06/11/2015 00:00:00,"Sustainable fleet solutionsour data analytics tools zero: optimum zevs, charging infrastructure and electricity demandzerotyre analytics: balance price, durability, and fuel performanceour tyre analytics previous next sustainable fleet solutions our data analytics tools zero: optimum zevs, charging infrastructure and electricity demand zerotyre analytics: balance price, durability, and fuel performanceour tyre analytics previous next our services data",dynamon.co.uk,SO16 7NS,"Artificial Intelligence, Agency Market, Advanced Manufacturing, FinTech","Artificial Intelligence: Green Tech, Artificial Intelligence: Data Analysis, Agency Market: Analytics, Advanced Manufacturing: Data Services, FinTech: Alternative Credit Analysis",680831,4.55,2023-08-01,0
09869613,ATACCAMA UK LTD,31,1452603,0.471,0.471,,Small,11/12/2015 00:00:00,"Helping you to build an agile, data-driven organization, where data people have the power to drive the change.",ataccama.com,EC3V 9BW,"Data Intermediaries, Artificial Intelligence, Advanced Manufacturing, Data Infrastructure","Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, Data Infrastructure: Data Centres, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage",,0,,0
