Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
09087415,SEVEN BRIDGES LIMITED,150,10444700,0.864,0.864,,Medium,06/16/2014 00:00:00,"The ai powered logistics platform that uses smart technology to transform your logistics for scalable, sustainable and profitable business growth.",the7bridges.com,WC2H 9JQ,"FinTech, Supply Chain Logistics","FinTech: Tech for Enterprise, Supply Chain Logistics: Supply Chain Visibility, Supply Chain Logistics: Service Providers, Supply Chain Logistics: Management Platforms",,15.35,2022-01-01,0
09954425,FORM3 UK LIMITED,22,31237461,0.192,-0.103,0.487,Medium,01/15/2016 00:00:00,"Form3 provide an enterprise-grade payment technology platform on the cloud, built using microservices. the platform was designed, from inception to be highly scalable, adaptable and resilient. we adopt a ‘build to run’ development approach with monitoring alerting and reporting all built into the platform.",form3.tech,WC2B 5AH,"Software Development, FinTech","Software Development: API Development and Integration, FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,,0
05691475,VOXSMART LIMITED,244,10669990,0.4115,0.409,0.414,Medium,01/30/2006 00:00:00,,voxsmart.com,SE1 1DN,FinTech,FinTech: Regtech,,37.82,2024-06-01,0
10270501,NIVAURA LTD,102,337821,0.42100000000000004,0.919,-0.077,Medium,07/11/2016 00:00:00,"Using nivaura, you can build digital and automated workflows that enable seamless flow of information and interaction between your internal and external users",nivaura.com,MK5 8PJ,,,,16.54,2022-03-01,0
06946246,ABLY REALTIME LTD,312,8997034,1.011,1.011,,Large,06/29/2009 00:00:00,"Ably provides a suite of apis to build, extend, and deliver powerful digital experiences in realtime. organizations like toyota, bloomberg, hubspot, and hopin depend on ably’s platform to offload the growing complexity of business-critical realtime data synchronization at global scale.",ably.com,EC2V 6DN,,,341927.6,55.84,2021-06-01,0
OC413287,DLOCAL LLP,57,250986290,0.665,,0.665,Large,08/17/2016 00:00:00,Dlocal (nasdaq: dlo) is a technology-first payments platform enabling global merchants to connect with billions of consumers in emerging markets.,investor.dlocal.com,EC4Y 7DL,FinTech,FinTech: Digital Payments,,0,,0
11114277,THOUGHT MACHINE GROUP LIMITED,887,71338526,0.489,0.485,0.493,Large,12/15/2017 00:00:00,"Thought machine's vault core banking platform gives banks full control to do, and build, anything they want. we designed the system from scratch to give our clients total choice, flexibility and power. the world's top banks have adopted the vault platform as the foundation layer of their technology stack.",thoughtmachine.net,EC4A 3TW,"FinTech, Software as a Service (SaaS)","FinTech: Tech for Enterprise, Software as a Service (SaaS): Analytics",,428.19,2022-05-01,0
05918482,IMPERVA UK LIMITED,239,28470426,0.283,0.361,0.205,Medium,08/29/2006 00:00:00,Imperva is the cybersecurity leader whose mission is to protect data and all paths to it.,imperva.com,E14 5HU,"Software Development, FinTech, Data Infrastructure, Software as a Service (SaaS), Cyber","Software Development: Security Engineering, FinTech: Digital Identity, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Software as a Service (SaaS): Communications, Cyber: Cryptographic Authentication, Cyber: Endpoint Security, Cyber: Network Security, Cyber: Risk Management, Cyber: Threat Management, Cyber: Identity Management",,36.87,2019-06-01,0
10480375,CODAT LIMITED,652,22542497,1.0939999999999999,1.204,0.984,Large,11/15/2016 00:00:00,"Build connected products for your small business customers by easily integrating with their accounting, banking, ecommerce, pos, and payment software.",codat.io,EC1N 8UB,"Software Development, FinTech","Software Development: API Development and Integration, FinTech: Tech for Enterprise",,131.21,2022-06-01,0
08175056,CLAUSEMATCH LTD,67,3158776,0.28,0.28,,Medium,08/10/2012 00:00:00,"We help companies meet regulatory requirements and build governance with smart document management, including policy management and procedure management.",clausematch.com,BN17 7RN,FinTech,FinTech: Tech for Enterprise,,21.95,2023-07-01,0
09869279,TRANSFICC LIMITED,59,4129417,0.412,0.412,,Medium,11/12/2015 00:00:00,,transficc.com,EC2M 6UR,FinTech,FinTech: Tech for Enterprise,,17.02,2022-03-01,0
06827646,DAI MAGISTER LIMITED,29,3639451,0.396,0.396,,Small,02/23/2009 00:00:00,"A boutique investment bank offering full advisory services within tech, 'tech-for-good' and climate sectors across the uk, europe...",daimagister.com,WC2B 5LW,,,,0,,0
07890603,JOBANDTALENT UK LIMITED,83486,998780025,4.476,4.382,4.57,Large,12/22/2011 00:00:00,"Get to know who we are, our mission, our team, our investors. access all the information about jobandtalent.",jobandtalent.com,EC4A 1JP,,,,657.22,2024-06-01,0
04267842,INMARKETS LIMITED,117,11648380,0.3135,0.35,0.277,Medium,08/09/2001 00:00:00,"Skillcast helps you achieve regulatory compliance empowered by compliance e-learning, bespoke intelligent learning, regtech tools and an award-winning lms.",skillcast.com,EC3A 3DH,EdTech,EdTech: Digital Learning,,0,,0
08033029,ACCESS SYSTEMS (UK) LIMITED,185,8698598,0.202,0.23,0.174,Medium,04/17/2012 00:00:00,"Accesspay replaces the use of manual banking processes to reduce the risk of fraud and error, gain better cash visibility & streamline your finance operations",accesspay.com,M1 4BT,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",0,0,,0
09660317,ACQUIRED LIMITED,39,5270221,0.31,0.31,,Small,06/29/2015 00:00:00,"Payments and banking solutions, on a single platform. accelerate your growth by co-creating the right payment solution with acquired.com.",acquired.com,SK10 4ZE,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,0,,1
07330525,KRIYA FINANCE LIMITED,158,53022063,0.303,0.103,0.503,Large,07/29/2010 00:00:00,"Kriya is an all-in-one fintech platform - frictionless access to payments, credit & working capital with instant credit decisions and the easiest integrations in the market. with 12 years' experience, we're leading the b2b ecommerce revolution with embedded finance and the fastest, most secure b2b bnpl options at checkout. we put smarter payments, lending and authentication right at your fingertips. so you can focus on goals and growth – not distractions and delays.",kriya.co,EC2A 4XQ,"FinTech, Software as a Service (SaaS)","FinTech: Digital Lending, FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,624.96,2024-01-01,0
02912936,PETROLINK SERVICES LIMITED,25,3873914,0.22749999999999998,0.086,0.369,Small,03/25/1994 00:00:00,"Petrolink provides wellsite data management, real-time data solution, engineering analytics & drilling optimization services to the energy industry worldwide",petrolink.com,EC1A 7BN,Data Infrastructure,Data Infrastructure: Data Infrastructure Services,,0,,1
SC454090,COMCARDE LIMITED,96,4502972,0.71,0.71,,Medium,07/09/2013 00:00:00,"Br-dge's super-customisable, single api integration payment orchestration platform, optimising the cost and efficiency of your end-to-end payment journey.",br-dge.to,EH2 2LR,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",220419.45,15.48,2022-09-01,0
10237978,IMPULSE INNOVATIONS LIMITED,165,7758880,1.059,1.059,,Medium,06/17/2016 00:00:00,Causalens uses causal ai to develop decision-making ai that organizations trust with their complex enterprise initiatives.,causalens.com,W14 0QL,"Supply Chain Logistics, Advanced Manufacturing, MedTech, Artificial Intelligence, EdTech","Supply Chain Logistics: Artificial Intelligence, Advanced Manufacturing: Artificial Intelligence, MedTech: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Enabling Platforms, EdTech: Artificial Intelligence",49781,37.64,2022-01-01,0
10581067,STEELEYE LIMITED,174,4775021,0.422,0.422,,Medium,01/24/2017 00:00:00,Simplify your trade & communications surveillance & regulatory reporting through steeleye's integrated financial services compliance solutions.,steel-eye.com,WC2N 5LR,FinTech,"FinTech: Regtech, FinTech: Tech for Enterprise, FinTech: Wealthtech",,39.26,2022-09-01,0
11393386,LIVERAMP UK LIMITED,147,12624479,0.21150000000000002,0.19,0.233,Medium,06/01/2018 00:00:00,"Our data enablement platform gives companies and their partners the power to connect, control, and activate data to transform customer experiences and generate more valuable business outcomes.",liveramp.uk,WC2B 4AS,"Data Infrastructure, Data Intermediaries, Software as a Service (SaaS), Cyber, Agency Market, AdTech","Data Infrastructure: Data Infrastructure Services, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: PDS/PIMS, Software as a Service (SaaS): Analytics, Software as a Service (SaaS): Human Resources, Cyber: Identity Management, Agency Market: Analytics, AdTech: Advertisers, AdTech: Data Management and Analysis, AdTech: Programmatic Platforms",,0,,0
10864928,RDX WORKS LTD,122,28527435,2.5805000000000002,0.546,4.615,Medium,07/13/2017 00:00:00,"A decentralized network where developers will build quickly without security risks, where code contributors get rewarded, and where scale is never a bottleneck.",radixdlt.com,WC2A 2JR,FinTech,FinTech: Consensus Services,,21.4,2023-03-01,0
07490275,TORSTONE TECHNOLOGY LIMITED,198,29374901,0.2465,0.283,0.21,Medium,01/12/2011 00:00:00,Torstone technology provides simplified post trade processing solutions that help you to provide a better experience for your customers while growing your business.,torstonetechnology.com,EC4N 8AF,"FinTech, Cyber","FinTech: Tech for Enterprise, Cyber: Risk Management",,0,2024-02-01,0
10882520,WINTERMUTE TRADING LTD,168,623430121,1.363,1.363,,Large,07/25/2017 00:00:00,Wintermute is a leading global crypto market maker. we are partnering with the world's best crypto exchanges and projects to provide liquidity. we are fully compliant and have decades of experience in high-frequency trading.,wintermute.com,WA14 2DT,"FinTech, Cryptocurrency Economy","FinTech: Crypto Asset Exchange, Cryptocurrency Economy: Wallet",,18.45,2022-10-01,0
09900322,42 CRUNCH LTD,84,3792467,1.3475,0.399,2.296,Medium,12/03/2015 00:00:00,"42crunch provides api security. the only api security platform that continuously secures and protects your apis. features include an api audit tool, an api scan tool and an api firewall. these tools discover, remediate and protect against api security vulnerabilities.",42crunch.com,WC2H 9JQ,Software Development,Software Development: API Development and Integration,,0,,0
10184111,FLEXCITON LIMITED,84,3934561,0.379,0.379,,Medium,05/17/2016 00:00:00,The intelligent advantage platform for streamlined chipmaking,flexciton.com,N1 6AD,Advanced Manufacturing,Advanced Manufacturing: Artificial Intelligence,478410.5,34.01,2021-10-01,0
11652342,ACCESS FINTECH (UK) LTD,109,4306620,0.556,0.556,,Medium,10/31/2018 00:00:00,"Accessfintech offers a network of participants sharing data, standardising workflows and collaboration exception resolution",accessfintech.com,W1B 5TE,"FinTech, AgriTech","FinTech: Tech for Enterprise, AgriTech: Management Platforms",,81.04,2023-01-01,0
09742902,ADARGA LIMITED,183,9422871,0.388,0.388,,Medium,08/21/2015 00:00:00,,adarga.ai,SE1 0LN,Artificial Intelligence,"Artificial Intelligence: Machine Learning, Artificial Intelligence: Green Tech, Artificial Intelligence: Enabling Platforms",,29.4,2023-05-01,0
10138819,TRAYDSTREAM LIMITED,34,9715707,0.7240000000000001,0.338,1.11,Small,04/21/2016 00:00:00,"Traydstream is an innovative technology company that has built a powerful platform for trade experts. powered by machine learning, our software digitises trade documents and automates the trade and compliance checking process.",traydstream.com,SW18 4DX,FinTech,"FinTech: Tech for Enterprise, FinTech: Wealthtech",445323,25.03,2023-09-01,0
11375584,BIGCOMMERCE UK LTD,138,10344812,0.715,0.715,,Medium,05/22/2018 00:00:00,Learn how bigcommerce powers your business with enterprise ecommerce capabilities—with lower cost and complexity.,bigcommerce.com,SW1H 0DB,"Software as a Service (SaaS), Agency Market","Software as a Service (SaaS): Marketing, Agency Market: E-commerce platforms",,0,,0
10098246,APPRAISE ME LIMITED,47,2213493,0.574,0.574,,Small,04/01/2016 00:00:00,"Reduce costs, hire faster and easily maintain compliance. our software is tailored to the staffing, credentialing, onboarding and compliance needs of uk healthcare employment.",credentially.io,SL6 8BN,,,,4.02,2022-06-01,0
09727592,TYK TECHNOLOGIES LIMITED,99,16121592,0.569,0.418,0.72,Medium,08/11/2015 00:00:00,"Our open source api gateway is fast, scalable, modern. offering an api management platform with gateway, analytics, dev portal and dashboard.",tyk.io,EC2M 3TY,Software Development,Software Development: API Development and Integration,,29.43,2021-09-01,0
10123376,H2O.AI LIMITED,89,6675437,0.319,0.319,,Medium,04/14/2016 00:00:00,"H2o.ai is an advanced ai cloud platform designed to simplify and accelerate making, operating and innovating with ai in any environment.",h2o.ai,EC4A 3TW,"Supply Chain Logistics, Advanced Manufacturing, MedTech, Energy Management, Artificial Intelligence","Supply Chain Logistics: Artificial Intelligence, Advanced Manufacturing: Artificial Intelligence, MedTech: Artificial Intelligence, Energy Management: AI and IoT, Artificial Intelligence: Machine Learning, Artificial Intelligence: Image Processing, Artificial Intelligence: Green Tech, Artificial Intelligence: Life Sciences, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis",,0,,0
11506318,APPZEN UK LTD,47,1895656,0.619,0.619,,Small,08/08/2018 00:00:00,"Overhaul the way your finance teams work, automate spend approvals and reduce spend, comply with policy, and streamline processes. appzen ai...",appzen.com,RG1 1AZ,,,,0,,0
10842280,YAPILY LTD,395,2778946,1.111,1.111,,Large,06/29/2017 00:00:00,Scalable and reliable open banking infrastructure that is built to power the next wave of innovation. connect to thousands of banks within minutes and access financial data and payment infrastructure via our secure open banking api.,yapily.com,EC2A 4NE,"Software Development, FinTech, Software as a Service (SaaS)","Software Development: API Development and Integration, FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,51,2022-09-01,0
10993908,POLLINATE INTERNATIONAL LIMITED,332,16406641,2.684,2.684,,Large,10/03/2017 00:00:00,"Pollinate gives banks a modern toolkit for small businesses. cloud based, and designed to take data feeds from existing bank and third party systems.",pollinate.co.uk,EC2M 4QD,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",,180.4,2023-03-01,0
12586871,FORISGFS UK LIMITED,295,26637969,6.681,6.681,,Large,05/05/2020 00:00:00,"Join the 50m+ users who are investing with crypto.com. access an ecosystem of crypto-related products, including the crypto.com app, crypto.com visa card, crypto.com exchange, crypto.com pay, and crypto.com nft.",crypto.com,SW1H 0DB,"FinTech, Cryptocurrency Economy","FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,0,,0
11266456,RED FLAG ALERT TECHNOLOGY GROUP LIMITED,92,3604818,1.151,1.151,,Medium,03/21/2018 00:00:00,"Unrivalled business intelligence to drive your company's growth and increase the success of your marketing efforts.to see how we can add value to your company's operations, contact our data experts today.",redflagalert.com,PR7 7NA,FinTech,FinTech: Alternative Credit Analysis,,0,,0
10949362,CUSTODIA TECHNOLOGY LIMITED,65,3085505,0.719,0.719,,Medium,09/06/2017 00:00:00,"Custodia are the global experts in financial compliance, providing full end-to-end compliance management solutions for both on-prem and cloud, in more than 100 countries.",custodiatechnology.com,M3 3WR,,,,0,,0
09274045,ETL REALISATIONS 2024 LIMITED,302,16239354,0.379,0.344,0.414,Large,10/21/2014 00:00:00,"Eigen technologies have developed the eigen intelligent document processing platform to enable organizations to extract and organize the data they need to make faster, smarter decisions.",eigentech.com,WC2N 6NJ,"FinTech, Artificial Intelligence","FinTech: Regtech, FinTech: Tech for Enterprise, Artificial Intelligence: Machine Learning",,60.26,2024-06-01,0
10361968,IOTATECH LIMITED,20,948532,0.224,0.224,,Small,09/07/2016 00:00:00,"Pioneering pay-per-use saas insurance platform for risk carriers, third-party administrators and other related businesses.",iotatech.co.uk,CM13 3BE,FinTech,"FinTech: Insurtech, FinTech: Tech for Enterprise",,0,,0
13244370,FORWARD PARTNERS GROUP LIMITED,61,28207000,0.338,0.338,,Medium,03/04/2021 00:00:00,"Forward partners is a venture capital firm in london specialising in technology businesses focused on marketplace, applied ai and web3 early-stage startups.",forwardpartners.com,WC2E 9BT,FinTech,FinTech: Digital Capital Raising,,0,,0
11356137,DIGITAL ASSET SERVICES LTD,138,5435100,1.35,1.35,,Medium,05/11/2018 00:00:00,Cryptocurrency insurance-backed technology to make cryptocurrency safe for individuals and businesses to hold and use.,coincover.com,CF10 4AZ,"FinTech, Cryptocurrency Economy","FinTech: Digital Identity, FinTech: Tech for Enterprise, FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Wallet",,31.41,2023-02-01,0
11401151,BALLINGER & CO. LTD,68,18600611,1.052,1.052,,Medium,06/06/2018 00:00:00,Fx solutions: global foreign exchange treasury services for corporates and institutions with large and complex fx requirements.,ballinger.co,W1J 8PE,,,,0,,0
08790783,CYCLR SYSTEMS LIMITED,69,3237334,0.405,0.405,,Medium,11/26/2013 00:00:00,Embedded integration toolkit for saas applications. use api connectors to orchestrate data with a low-code workflow builder & publish natively into your app,cyclr.com,CR0 0XT,"Software Development, Software as a Service (SaaS)","Software Development: API Development and Integration, Software as a Service (SaaS): Marketing",,8.66,2022-04-01,0
11625148,BITPANDA CUSTODY LTD,11,1717385,0.7045,-0.062,1.471,Small,10/16/2018 00:00:00,"Fca registered bitpanda custody & its insured custodial wallet for institutions to safeguard & administer cryptoassets across blockchains, defi & exchanges.",custody.bitpanda.com,EC1A 2FG,"FinTech, Cryptocurrency Economy","FinTech: Crypto Asset Exchange, FinTech: Consensus Services, FinTech: Digital Custody, Cryptocurrency Economy: Blockchain, Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,6.28,2022-02-01,0
09686970,WEALTHKERNEL LIMITED,89,2024220,0.48850000000000005,0.509,0.468,Medium,07/15/2015 00:00:00,"Wealthkernel provides everything you need to power your digital wealth offering. onboarding, dealing, custody, regulatory, and tech solutions in one platform.",wealthkernel.com,EC2A 4DP,"Software Development, FinTech, Software as a Service (SaaS)","Software Development: API Development and Integration, FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,16.45,2024-01-01,0
08217339,RIPJAR LTD,170,25490556,0.327,0.224,0.43,Medium,09/17/2012 00:00:00,Our labyrinth platform supports leading global companies and governments to detect criminal behaviour.,ripjar.com,GL50 1TA,"FinTech, Supply Chain Logistics, Data Intermediaries, Software as a Service (SaaS), Cyber, Artificial Intelligence","FinTech: Digital Identity, FinTech: Regtech, FinTech: Tech for Enterprise, FinTech: Alternative Credit Analysis, Supply Chain Logistics: Management Platforms, Data Intermediaries: Undefined Intermediaries, Software as a Service (SaaS): Analytics, Cyber: Risk Management, Cyber: Threat Management, Artificial Intelligence: Enabling Platforms",5000,31.08,2020-09-01,0
08813657,HUGHUB LIMITED,51,4819787,0.379,0.379,,Medium,12/13/2013 00:00:00,"Hug hub offers insurance business software for improved profitability, efficiency & smarter working.",hughub.co.uk,WC2N 6JU,FinTech,FinTech: Tech for Enterprise,,3.89,2021-09-01,0
04429302,INTERNATIONAL COMPLIANCE ASSOCIATION LIMITED,46,6265715,0.25,0.187,0.313,Small,05/01/2002 00:00:00,"Ica offers qualifications, training, courses and membership for professionals in anti money laundering (aml), compliance, cdd and financial crime prevention.",int-comp.org,E1 8QS,,,,0,,0
06320929,BNKBL LTD,78,59589105,0.4435,0.236,0.651,Large,07/23/2007 00:00:00,"Bankable offers white-label & api-based payment solutions including e-wallets, m-wallets, remittance services, p2p transfers & prepaid card programmes.",bnkbl.com,EC2M 1NH,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,,0
09882195,FLUX SYSTEMS LIMITED,80,3743544,0.355,0.355,,Medium,11/20/2015 00:00:00,"Join flux offers to receive up to 50% cashback from top uk brands, paid instantly and straight to your bank account when you shop. join today to save hundreds of £ each year.",tryflux.com,AL1 3RD,FinTech,FinTech: Tech for Enterprise,,7.15,2020-01-01,0
09760534,CARDSTREAM SERVICES LIMITED,62,3381617,0.314,0.314,,Medium,09/03/2015 00:00:00,Looking for payment gateway,cardstream.com,TA1 2LP,FinTech,FinTech: Digital Payments,,0,,0
05236974,F2X GROUP LIMITED,216,20881470,0.33499999999999996,0.244,0.426,Medium,09/21/2004 00:00:00,Instanda. who we are and where it all started. learn more.,instanda.com,PE13 1EH,FinTech,"FinTech: Insurtech, FinTech: Tech for Enterprise",,0,,0
12472034,FINTERN LTD,105,0,2.24,2.24,,Medium,02/19/2020 00:00:00,"Fintern gives low cost loans in the uk, and helps you to save money and clear your debts faster",fintern.ai,EC2A 4NE,FinTech,"FinTech: Digital Lending, FinTech: Alternative Credit Analysis",,0,2023-01-01,0
07277719,CALLSIGN LTD.,135,47611702,0.5855,0.104,1.067,Large,06/08/2010 00:00:00,"Marking a new era in passive authentication, fraud prevention and intelligence. we make digital identity simple and more secure.",callsign.com,WC2A 1QS,"FinTech, Cyber","FinTech: Digital Identity, Cyber: Cryptographic Authentication, Cyber: Identity Management",,85.23,2023-06-01,0
10143559,DIGITAL ASSET HOLDINGS UK LIMITED,38,1806302,0.359,0.359,,Small,04/24/2016 00:00:00,"As leaders in blockchain technology, digital asset empowers customers with daml, the leading platform for multi-party applications; an innovative smart contract language and canton, our privacy-enabled distributed ledger technology.",digitalasset.com,EC2M 1QS,FinTech,"FinTech: Tech for Enterprise, FinTech: Consensus Services, FinTech: Digital Custody",,0,,0
06414297,IGNITE SOFTWARE SYSTEMS LIMITED,36,3572455,0.2565,0.116,0.397,Small,10/31/2007 00:00:00,"The who, the what and the why",ignite.systems,EC2N 4BQ,,,,0,2021-09-01,0
09801754,GROWTHDECK LIMITED,52,1230827,0.332,0.332,,Medium,09/30/2015 00:00:00,Growthdeck provides tax-efficient and growth investment opportunities for our network of sophisticated private investors and introducers.,growthdeck.com,MK5 8FR,FinTech,FinTech: Digital Capital Raising,,0,,0
12355212,PRIMER API LIMITED,153,7150127,6.9205,0.516,13.325,Medium,12/09/2019 00:00:00,"Primer is the world’s first payment orchestration and commerce automation infrastructure. with one low-code integration, you have payments covered—forever.",primer.io,EC2M 4LN,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,,0
09305666,PRIVITAR LIMITED,188,8083339,0.23399999999999999,0.247,0.221,Medium,11/11/2014 00:00:00,"Privitar empowers organizations to harness the power of data to innovate faster, while protecting the privacy of individuals.",privitar.com,CB1 2LA,"Cloud Computing, Advanced Manufacturing, Data Infrastructure, Data Intermediaries, Artificial Intelligence, AdTech","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, Artificial Intelligence: Machine Learning, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, AdTech: Data Management and Analysis",125000,118.21,2023-06-01,0
11439453,VAKT HOLDINGS LIMITED,202,1920420,0.45499999999999996,0.598,0.312,Medium,06/28/2018 00:00:00,Vakt creates a single source of truth for commodity transactions.,vakt.com,EC4A 3TW,FinTech,FinTech: Tech for Enterprise,,8.11,2020-01-01,0
09315523,TRACTABLE LTD.,698,34751938,0.52,0.627,0.413,Large,11/18/2014 00:00:00,"Tap into the power of visual ai to help assess, repair and protect cars and homes.",tractable.ai,WC2H 9JQ,"FinTech, Advanced Manufacturing, Artificial Intelligence","FinTech: Insurtech, Advanced Manufacturing: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Enabling Platforms",,135.72,2023-07-01,0
10223226,INVIDA LIMITED,21,978465,0.224,0.224,,Small,06/09/2016 00:00:00,,www.invida.co.uk,CV37 7GZ,FinTech,FinTech: Tech for Enterprise,,0,,0
08642435,OKTA UK LTD,748,199180226,0.41500000000000004,0.399,0.431,Large,08/08/2013 00:00:00,Learn more about okta's privacy practices that are described in this privacy policy.,okta.com,EC1M 3HE,"FinTech, Data Intermediaries, Cyber","FinTech: Digital Identity, Data Intermediaries: PDS/PIMS, Cyber: Cryptographic Authentication, Cyber: Endpoint Security, Cyber: Identity Management",,293.09,2020-06-01,0
10259575,SAFENETPAY SERVICES COMPANY LTD,48,10205906,0.6015,0.672,0.531,Medium,07/01/2016 00:00:00,Multi-currency business accounts. international payments with competitive fx rates. free unlimited local payments.,moneff.com,E14 9SH,FinTech,FinTech: Digital Payments,,0,,0
10696778,BANKIFI TECHNOLOGY LIMITED,28,1299730,0.382,0.382,,Small,03/29/2017 00:00:00,Bankifi works with banks and financial institutions to make business banking better. our technology helps you increase revenue and cut costs.,bankifi.com,M3 3WR,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",800000,7.5,2022-08-01,0
09273460,RAVELIN TECHNOLOGY LTD,127,18200467,0.2135,0.191,0.236,Medium,10/21/2014 00:00:00,Ravelin provides sophisticated technology and dedicated support to help you prevent evolving fraud threats and accept payments with confidence.,ravelin.com,EC1V 9BP,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Alternative Credit Analysis, Software as a Service (SaaS): Finance and Accounting",,0,,0
09823112,NCHAIN UK LIMITED,171,42319587,0.322,0.27,0.374,Large,10/14/2015 00:00:00,"We unlock the potential of enterprise data by making it reliable.data is vital in modern business. the right data, collected at the right time, can fuel the transformation of entire organisations.learn more about nchainwork at nchainwhere innovation meets application. our team is one of the fastest growing in the industry, and we look for minds … homepage read more »",nchain.com,W1W 8AP,"FinTech, Cryptocurrency Economy, Artificial Intelligence","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, FinTech: Consensus Services, Cryptocurrency Economy: Blockchain, Artificial Intelligence: Blockchain",,0,2023-08-01,0
11295972,VAKT GLOBAL LIMITED,91,1115651,0.451,0.451,,Medium,04/06/2018 00:00:00,Vakt creates a single source of truth for commodity transactions.,vakt.com,EC4A 3TW,FinTech,FinTech: Tech for Enterprise,,0,,0
05965465,CONTIS TECHNOLOGIES LIMITED,308,35442157,0.35400000000000004,0.154,0.554,Large,10/12/2006 00:00:00,"Rapidly launch account, cards and payments services. contis provides full back-end and front-end payments services across the uk and the eea.",contis.com,BD23 1RL,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Tech for Enterprise, FinTech: Digital Custody, Software as a Service (SaaS): Finance and Accounting",,0,,0
10237930,SECCL TECHNOLOGY LIMITED,258,4082255,1.314,0.808,1.82,Large,06/17/2016 00:00:00,"We’re a custodian and investment technology provider. our software and apis empower advisers and dfms to run their own platform, and help fintechs get to market fast.",seccl.tech,BA1 1JW,"Software Development, FinTech","Software Development: API Development and Integration, FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,2019-08-01,0
11920779,XPATE LTD,128,5447820,1.8255,1.658,1.993,Medium,04/02/2019 00:00:00,Become a partner of xpate. activate payment services for global cross-border b2b payments.,xpate.com,E14 5NR,FinTech,FinTech: Digital Payments,,0,,0
07208343,PREMFINA LIMITED,134,18574098,0.35,0.35,,Medium,03/30/2010 00:00:00,"Empowering a world where insurance is accessible, affordable & flexible for everyone.",pf-internal-corporate-website.azurewebsites.net,SE1 7TY,,,,27,2017-10-01,0
09768854,MODE GLOBAL LIMITED,65,2488650,3.4825,0.528,6.437,Medium,09/09/2015 00:00:00,"Mode is the all-in-one, trusted uk app to buy, earn & grow bitcoin. fca registered. instant buys/sells. great brands to earn bitcoin cashback from.",modeapp.com,EC1V 9EE,"FinTech, Cryptocurrency Economy","FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,3.81,2019-04-01,0
