Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
10011658,CRA GROUP LIMITED,43,1665715,0.306,0.306,,Small,02/18/2016 00:00:00,Home,cragroup.org.uk,DA1 5BU,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
09539057,NORTHREACH LIMITED,34,942246,0.271,0.271,,Small,04/13/2015 00:00:00,"Northreach recruitment agency, talent acquisition for innovative fintech, digital & life science companies in the uk and further away",northreach.uk,CM23 3AR,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
04441643,I-KONCEPTS LIMITED,241,14149761,0.326,0.326,,Medium,05/17/2002 00:00:00,Offering ecommerce fulfilment solutions by combining worldwide infrastructure to provide the ultimate global fulfilment platform.,i-fulfilment.co.uk,BH23 4FL,Business Support Services,Business Support Services: Office Support Services,,0,,0
09600043,BESPOKE FACILITIES MANAGEMENT LTD,303,13199709,0.363,0.363,,Large,05/20/2015 00:00:00,"Bespoke facilities are experts at taking care of all your facility requirements, building-related maintenance and security.",bfml.co.uk,B1 3ES,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
05920614,K9 PATROL LTD,62,1809642,0.797,0.797,,Medium,08/31/2006 00:00:00,K9 patrol is security you can rely on. as one of the top security companies in the uk we provide comprehensive security solutions and a 1st class service,k9patrol.co.uk,HG5 8NQ,Business Support Services,Business Support Services: Security Services,,0,,0
SC478089,PREAH BUILDING SERVICES LIMITED,146,9571886,0.477,0.477,,Medium,05/21/2014 00:00:00,"Better building services, trusted by contractors and direct clients to deliver mechanical and electrical projects.",preah.co.uk,ML1 5FL,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,,0,,0
10393002,HARTMANN YOUNG LIMITED,32,895305,0.377,0.377,,Small,09/26/2016 00:00:00,,hartmannyoung.com,LS1 2HJ,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting,,0,,0
04187662,TALASCEND LIMITED,868,176094597,1.1555,1.624,0.687,Large,03/27/2001 00:00:00,Technical staffing agency providing strategic staffing solutions to employers needing engineering and skilled talent while providing candidates with great jobs.,talascend.com,WA3 7QU,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
05259448,ADVANCED RESOURCE MANAGERS LIMITED,98,2576129,0.4575,0.632,0.283,Medium,10/14/2004 00:00:00,The experts in engineering and technical recruitment,arm.co.uk,PO6 4PR,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
08227102,IDEAL FACILITIES MANAGEMENT LIMITED,67,2925444,0.576,0.576,,Medium,09/25/2012 00:00:00,,idealfm.co.uk,WA2 7TT,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
10979625,ROCK SECURITY SOLUTIONS LIMITED,86,2479470,0.822,0.822,,Medium,09/25/2017 00:00:00,,rocksecuritysolutions.co.uk,SE1 7TY,Business Support Services,Business Support Services: Security Services,,0,,0
08880811,SCIENCE SOLUTIONS RECRUITMENT LIMITED,40,1119888,0.2,0.2,,Small,02/06/2014 00:00:00,"Science solutions recruitment is a specialist scientific recruitment company offering permanent, temporary and contract staffing solutions to the science ind...",sciencesolutionsrecruitment.com,SK1 1YJ,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
05206663,KITE HUMAN CAPITAL LIMITED,116,3215213,0.389,0.389,,Medium,08/16/2004 00:00:00,"Not all finance, real estate and fintech recruitment services are created equal. kite human capital are the only company in history to be named best banking & financial services agency for 2 years in a row.",kitehumancapital.com,BN44 3TN,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
10076882,VERISTAT INTERNATIONAL LIMITED,438,78777875,2.5655,2.3,2.831,Large,03/22/2016 00:00:00,"A distinct clinical research organization, veristat stands alone in combining industry-leading expertise with unwavering commitment to scientific integrity.",www.veristat.com,WC1N 3AX,"Biopharmaceutical, Sensors, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Sensors: Medical, Life Sciences: Research, Pharma: Pharma and BioPharma, Pharma: Research and Data Analytics, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
06228327,MOPHEADS COMMERCIAL CLEANING LIMITED,120,4743360,1.191,1.191,,Medium,04/26/2007 00:00:00,Commercial cleaning,mopheadscommercialcleaning.com,B2 5LG,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,1
12253484,ROCKET STAFFING GROUP LIMITED,160,4133035,1.188,1.673,0.703,Medium,10/10/2019 00:00:00,The jarell group is one of the united kingdom's leading providers of comprehensive workforce management solutions.,jarell.co.uk,B3 2DJ,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
10938664,GRIPPED LTD,48,3364586,0.51,0.51,,Small,08/30/2017 00:00:00,"Gripped is a b2b digital marketing agency in london for saas & tech providers. delivering services that drive demand, engage prospects & close more deals.",gripped.io,SE1 1UN,"Business Support Services, Digital Creative Industries, Agency Market","Business Support Services: Office Support Services, Digital Creative Industries: Advertising, Agency Market: Performance Marketing",,0,,0
09442739,XUNE LTD,28,2928775,1.345,1.345,,Small,02/17/2015 00:00:00,"Outsource to xune growth agency & access our team of exceptionally skilled marketers, web designers, content writers and developers. cheaper & more effective than hiring internally.",xune.solutions,HD1 2SQ,Business Support Services,Business Support Services: Office Support Services,,0,,0
07875732,CAPITOL FLOOR & HYGIENE MAINTENANCE LIMITED,130,2071550,0.784,0.784,,Medium,12/08/2011 00:00:00,"At capitol cleaning & support services, we provide high quality, professional cleaning services throughout the uk.",capitolhygiene.co.uk,IG8 8HD,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
09101765,THE GOOD ECONOMY PARTNERSHIP LIMITED,32,1658691,0.419,0.419,,Small,06/25/2014 00:00:00,The good economy is a leading social advisory firm and specialist in impact measurement and management.,thegoodeconomy.co.uk,TW1 2HH,ESG,ESG: ESG Consultants,,0,,1
11402705,THRIVE TOGETHER HEALTHCARE LIMITED,29,1140641,0.387,0.387,,Small,06/07/2018 00:00:00,"Amida is a specialist recruitment agency for the built environment. search jobs in property, civils, engineering, construction, hseq & sustainability.",www.amida-recruit.com,CT1 2NF,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
SC496701,AZURA BLU (SCOTLAND) LTD,77,1225322,0.3,0.3,,Medium,02/03/2015 00:00:00,Azurablu is one of the fastest growing trusted independent facilities management and commercial contract cleaning companies.,azurablu.com,G2 4TP,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
09592919,MEET AND ENGAGE LTD,39,2930691,0.274,0.274,,Small,05/15/2015 00:00:00,"Candidate experience done differently. a platform to inspire, influence and inform candidates, helping them to navigate the recruitment process. our clients our products inspire & nurture a suite of live virtual events and automated talent nurture comms built for the smart employer. share curated content, send automated nudges and take advantage of features such as … home read more »",meetandengage.com,LE7 4UZ,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
10890866,OXDEVICE LTD,32,4890968,0.351,0.351,,Small,07/31/2017 00:00:00,,oxdevice.com,OX14 3YS,"Biopharmaceutical, Sensors, Life Sciences, Electronics Manufacturing, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Sensors: Medical, Life Sciences: Life Sciences Manufacturing, Electronics Manufacturing: Electromedical technologies, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",184945.98,0,,0
10431885,PROTEK SECURE SYSTEMS LIMITED,60,3913571,0.307,0.307,,Medium,10/17/2016 00:00:00,Protek security systems - industrial doors | roller shutters | intercom systems | cctv | security systems,proteksecuresystems.co.uk,OL8 3QL,Business Support Services,Business Support Services: Security Services,,0,,0
12625314,ISOMETRIX SOFTWARE UK LTD,48,2261559,0.387,0.387,,Small,05/27/2020 00:00:00,We are one of the world’s leading developers of software solutions for integrated risk management,isometrix.com,EC2R 7HJ,ESG,ESG: ESG Consultants,,0,,0
09338083,T2M RESOURCING LTD,23,649093,0.292,0.292,,Small,12/03/2014 00:00:00,A partnership approach to recruitment. helping businesses and people grow.,t2mresourcing.com,DY13 9AW,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
12277509,EVERSANA UK LIMITED,37,1332877,0.512,0.512,,Small,10/23/2019 00:00:00,"A fully integrated, life sciences commercial services company -designed to solve pricing, access, reimbursement, adherence and product delivery challenges",eversana.com,BS1 6FL,"Biopharmaceutical, Pharma, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Pharma: Artificial Intelligence and Blockchain, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
06752976,CAREER RECRUITMENT MOVES LTD,100,8155590,0.462,0.462,,Medium,11/19/2008 00:00:00,"Career moves is london's leading recruitment agency that recruits for the following sectors hr, finance, marketing, creative, digital, and tech.",careermovesgroup.co.uk,B90 8AG,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
10389906,OMEGA RECRUITMENT SERVICES LIMITED,131,5737767,0.382,0.382,,Medium,09/22/2016 00:00:00,"Let us help you find the perfect job! liverpool, london, manchesterliverpool search jobs popular searches : accountant designer healthcare worker nurse secretary how we help candidates we help candidates looking for their next job opportunities land great jobs. see available jobs for clients our services include recruitment, screening, mobilisation, payrolling and more. learn more latest",omegarecruitmentservices.co.uk,L10 1LD,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
09767281,RSD RECRUITMENT LIMITED,108,2996547,0.388,0.388,,Medium,09/08/2015 00:00:00,,rsdrecruitment.com,PL12 6LS,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
11834741,WISDOM RECRUITMENT LTD,212,0,1.472,1.472,,Medium,02/19/2019 00:00:00,"Wisdom recruitment are a passionate team of expert rec 2 rec specialists, focusing on connecting the highest calibre recruiters in the industry to the best recruitment companies.",wisdomrecruitment.co.uk,L2 3PF,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
11626915,TQR EXETER LTD,648,0,0.796,0.796,,Large,10/17/2018 00:00:00,"About us - our business is all about recruitment service, passionately working in partnership with our clients & candidates.",tqr.co.uk,EX5 2UX,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
08453370,KNIGHTS PROFESSIONAL SERVICES LIMITED,2315,237701152,0.2855,0.267,0.304,Large,03/20/2013 00:00:00,,knightsplc.com,ST5 0QW,Legal Services,Legal Services: Injury,,0,2018-07-01,0
10134163,SCYMARIS LTD,87,4457997,0.303,0.303,,Medium,04/19/2016 00:00:00,"Excellence in scientific services. providing high quality cost-effective ecotoxicology, environmental fate, and analytical chemistry services.",scymaris.com,TQ5 8BA,"Life Sciences, Research and Consulting - Physical Sciences and Engineering","Life Sciences: Environmental Sciences Products and Services, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",0,0,,0
09682605,LIGNUM RECRUITMENT LIMITED,28,765090,-0.017,-0.017,,Small,07/13/2015 00:00:00,"We help businesses in the building envelopes, steel and interiors industries find exclusive and specialist talent.",lignumrecruitment.co.uk,WA4 4BS,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
05454010,REACT GROUP PLC,439,29157597,0.473,0.457,0.489,Large,05/17/2005 00:00:00,"React specialist cleaning is the extreme cleaning company, rapidly returning your site to a safe, hygenic and usable state.",reactsc.co.uk,B44 9ER,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,2010-10-01,0
10921629,VERICALL LTD,193,8801488,0.575,0.575,,Medium,08/18/2017 00:00:00,"Omni channel customer service solutions, bpo services, pci compliant payments, call answering and more from an award-winning uk call centre - vericall solutions.",vericallsolutions.com,E14 9FJ,Business Support Services,Business Support Services: Office Support Services,,0,,0
04282143,MARKETSMART LIMITED,208,8984886,0.43,0.426,0.434,Medium,09/05/2001 00:00:00,"Recruiteasy is a construction focused recruitment agency, providing temporary and permanent workers throughout the uk. no payroll admin fees charged.",recruiteasy.co.uk,TQ12 1GJ,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
09420579,ECS SYSTEMS LTD,68,4439470,0.245,0.245,,Medium,02/03/2015 00:00:00,"Ecs systems is a company built on tailor-made service and superior security systems. it was formed after its founders gained over 20 years’ experience in the industry in cctv, intruder alarms, access control, door entry, fire & gate automation.",ecssystems.co.uk,DA15 7DN,Business Support Services,Business Support Services: Security Services,,0,,0
SC478397,DUCT CLEAN SERVICES LTD,25,1004079,0.347,0.347,,Small,05/27/2014 00:00:00,"Duct clean scotland provides full-service professional duct cleaning for commercial buildings and businesses in glasgow, edinburgh, and the western isles.",ductcleanscotland.co.uk,G1 3PE,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
10186928,GNEISS ENERGY LIMITED,26,929741,0.215,0.215,,Small,05/18/2016 00:00:00,We are a specialist climate risk management consultancy and work with businesses to help them understand climate risk and the oppurtunities in the future.,acastarisk.com,W1K 7DA,ESG,ESG: ESG Consultants,,0,,1
07682858,FIDELIS CONTRACT SERVICES LTD,751,19697544,0.33899999999999997,0.256,0.422,Large,06/27/2011 00:00:00,We are a professional commercial cleaning and facility support services contractor. we provide nationwide across england & wales.,fidelisgroup.co.uk,B44 9ER,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
03578625,F2G LTD,85,81501971,0.269,0.269,,Large,06/10/1998 00:00:00,,f2g.com,M30 0LX,"Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Life Sciences: Biology and Biotech, Life Sciences: Research, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",2041172,171.01,2022-08-01,0
06514755,PEST FREE SOLUTIONS LIMITED,26,1126174,0.365,0.365,,Small,02/26/2008 00:00:00,"With over 20 years' experience, we deliver highly effective professional and ethical bird and pest control services.",pestfreesolutions.net,LE10 3BE,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,1
05471389,ACS SPECIALIST CLEANING LIMITED,71,5331062,0.215,0.215,,Medium,06/03/2005 00:00:00,Acs cleaning ltd rely on over 20 experience to provide fully accredited industrial and confined space cleaning services. call us to arrange specialist cleaning.,acscleaningltd.co.uk,BB2 5JR,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
07444683,WATERFRONT MEDICAL CLEANING LTD,65,1041883,0.423,0.423,,Medium,11/18/2010 00:00:00,Yet another responsive corporate template,waterfrontmc.co.uk,PL9 9BR,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
11058459,SCIENTA SEARCH LIMITED,48,1319312,0.855,0.855,,Small,11/10/2017 00:00:00,Scienta search are global recruitment partners to leading sme life science organisations. we're experts in all aspects of life science recruitment.,scientasearch.com,SE1 3UD,"Life Sciences, Research and Consulting - Physical Sciences and Engineering","Life Sciences: Research, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
08948817,CLEANSURE LTD,74,5566186,0.36,0.36,,Medium,03/19/2014 00:00:00,Try for free our web-based software for domestic and commercial cleaning companies.,cleansure.com,HU9 5HE,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
10484185,MCG HEALTHCARE LIMITED,63,5139016,0.308,0.308,,Medium,11/17/2016 00:00:00,"The mcg group is a forward-thinking group of companies providing people focused services specialising in aerospace, construction, education, healthcare and technology. find out more about us today.",themcggroup.com,WD17 1DB,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
SC460441,ETIVE CONSULTING ENGINEERS LIMITED,31,3274487,0.21,0.21,,Small,10/01/2013 00:00:00,"Etive is a uk-based civil and structural engineering design consultancy. we are a growing team of hand-picked professionals, who combine our technical excellence and curiosity with an entrepreneurial spirit – ensuring best outcomes for our clients.",etiveconsulting.co.uk,EH1 2AN,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,,0,,0
02251793,RUGBY RECRUITMENT SERVICES LIMITED,80,2231825,0.496,0.496,,Medium,05/05/1988 00:00:00,"Trying to find professional staffing services, gill cooke personnel, rugby recruitment services, motion people, champion recruitment or next recruitment then...",therecruitment-group.co.uk,DE74 2UH,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
09788377,ENTIRE FACILITIES MANAGEMENT LIMITED,135,5889105,0.718,0.718,,Medium,09/22/2015 00:00:00,A nationwide leading provider of facilities managment. providing facilities management services to clients throughout the uk. enitre facility management - leading fm supplier,entirefm.com,DE4 5FY,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
03461815,FIRST TECHNICAL RECRUITMENT LIMITED,1018,175693537,0.3705,0.622,0.119,Large,11/06/1997 00:00:00,"First recruitment group is a global recruitment agency specialising in a range of sectors, including energy, manufacturing, technology, commercial & more.",firstrecruitmentgroup.com,WA3 7QU,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
07848901,TALENTMARK LIFE SCIENCES LIMITED,2,326733,-0.137,-0.137,,Micro,11/16/2011 00:00:00,Specialist and executive recruitment for the life sciences industry. looking for a job? look at our vacancies online. or get in touch with us!,talentmark.com,SE1 8RT,"Business Support Services, Research and Consulting - Physical Sciences and Engineering","Business Support Services: Employment and Recruitment Services, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
03937577,TRIUMPH CONSULTANTS LIMITED,25,2062849,0.155,0.155,,Small,03/01/2000 00:00:00,"Recruitment agency specialising in temporary & contract personnel for the public sector, including local & central government. contact us to learn more.",tclrec.com,BR3 3PP,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
07406242,KEYSTREAM GROUP LIMITED,52,91546389,0.2245,0.113,0.336,Large,10/13/2010 00:00:00,Key stream,key-stream.com,EC2A 4LU,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
SC585247,SEVENSTEPS IRELAND LTD,25,694375,0.467,0.467,,Small,01/10/2018 00:00:00,"Sevensteps sales recruitment are a leading sales recruiter – we have over 50 years’ experience, recruiting sales candidates. we don’t pretend to be a sales only recruiter, we are a sales only recruiter.",sevensteps-uk.com,G2 2LB,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
SC626120,UTOPI LTD,80,5564936,0.776,0.776,,Medium,03/29/2019 00:00:00,,utopi.co.uk,G2 4SQ,ESG,ESG: ESG Consultants,,5,2023-03-01,0
07092099,OGIER SHARED SERVICES (UK) LIMITED,51,6194076,0.2665,0.276,0.257,Medium,12/01/2009 00:00:00,"Ogier provides legal advice on bvi, cayman, guernsey, jersey and luxembourg law. our network of locations also includes beijing, hong kong, london, shanghai, singapore and tokyo.",ogier.com,EC3A 6AB,"Cryptocurrency Economy, Legal Services","Cryptocurrency Economy: Legal Services, Legal Services: Wills, trusts, probate and estate administration",,0,,0
10119874,ROUTE 1 RECRUITMENT NORTHAMPTON LIMITED,115,3687407,0.447,0.447,,Medium,04/12/2016 00:00:00,"Commercial & industrial recruitment that enhances people’s lives. with many years’ experience within the northamptonshire commercial industry, our specialist consultants are on-hand to provide the ideal solution for your recruitment needs.",route1recruitment.co.uk,NN3 9UE,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
10208685,COLEMAN JAMES LTD,41,1132337,0.277,0.277,,Small,06/01/2016 00:00:00,"Coleman james is a specialist independent recruitment firm focused exclusively on construction, rail and the built environment industries.",coleman-james.com,NE6 1AB,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
FC030926,SILVERSTREAM TECHNOLOGIES B.V.,197,90830886,0.7484999999999999,0.672,0.825,Large,10/28/2010 00:00:00,"Silverstream technologies have developed and pioneered the leading air lubrication technology for the shipping industry, the silverstream® system.",silverstream-tech.com,,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Research,,0,,0
11126797,ORB RECRUITMENT LTD,36,1006408,0.346,0.346,,Small,12/28/2017 00:00:00,,orb-recruitment.co.uk,DN4 5JP,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
09147728,MANGO PAVING & LANDSCAPING LTD,25,988200,0.414,0.414,,Small,07/25/2014 00:00:00,"Mango are a leading provider of landscaping services in devon and somerset. when we work with you we offer quotations, samples, visualisations and sketches to beautiful and practical outdoor living spaces. keeping you and nature connected.",mangolandscapes.co.uk,HU1 1TJ,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,1
07067995,MCG CENTRAL SERVICES LIMITED,64,1765996,0.216,0.216,,Medium,11/05/2009 00:00:00,"The mcg group is a forward-thinking group of companies providing people focused services specialising in aerospace, construction, education, healthcare and technology. find out more about us today.",themcggroup.com,WD17 1DB,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
11310436,PURCELL ARCHITECTURE LIMITED,675,28613245,0.863,1.652,0.074,Large,04/16/2018 00:00:00,"Purcell are architects, heritage consultants and masterplanners, experts in unlocking sustainable opportunities within our historic built environment, across the uk, hong kong and australia.",purcelluk.com,SE1 3UN,"Digital Creative Industries, Research and Consulting - Physical Sciences and Engineering","Digital Creative Industries: Culture and Heritage, Research and Consulting - Physical Sciences and Engineering: Architectural Research",,0,,0
11811735,THE MCG GROUP HOLDINGS LIMITED,463,230895121,0.2955,0.251,0.34,Large,02/07/2019 00:00:00,"The mcg group is a forward-thinking group of companies providing people focused services specialising in aerospace, construction, education, healthcare and technology. find out more about us today.",themcggroup.com,WD17 1DA,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
04456479,EXIGENT LIMITED,614,0,0.349,0.349,,Large,06/07/2002 00:00:00,"Exigent provides comprehensive legal outsourcing services to corporate lawyers, law firms and corporates of all sizes. find out what we can do for you.",exigent-group.com,EC3V 3QQ,Legal Services,Legal Services: Business Structure and Regulation Advice,,0,,0
11844897,WEDO BUSINESS SERVICES LTD,50,9514248,0.436,0.436,,Medium,02/25/2019 00:00:00,"Unlock your business’s potential with improved cashflow, sustainable growth and help with all the boring paperwork. wedo recruitment finance",wedo.finance,OL9 8EH,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
03084988,EVIDERA LTD,322,81019598,0.508,0.5,0.516,Large,07/28/1995 00:00:00,"Evidera provides evidence-based solutions to demonstrate the real-world effectiveness, safety, and value of biopharmaceutical and biotechnology products.",evidera.com,W6 8BJ,"Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Life Sciences: Biology and Biotech, Pharma: Pharma and BioPharma, Pharma: Research and Data Analytics, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",,0,,0
08251445,THE AMBITIOUS CONSULTANCY LIMITED,31,2335835,0.393,0.393,,Small,10/12/2012 00:00:00,An award-winning pr agency specialising in corporate and b2b communications. bristol-based pr agency with a global reach.,ambitiouspr.co.uk,BS8 2AT,"Business Support Services, Agency Market","Business Support Services: Office Support Services, Agency Market: Public Relations",,0,,1
09628029,THE CONTENT MARKETING AGENCY LIMITED,26,1237001,0.239,0.239,,Small,06/08/2015 00:00:00,"So your brand needs some marketing? search cmagency for all your social, design, content, web & digital needs. let's do this...",cmagency.co.uk,DN31 3EF,Business Support Services,Business Support Services: Office Support Services,,0,,0
08291746,CUBED RESOURCING LTD,744,0,0.728,0.728,,Large,11/13/2012 00:00:00,,cubedresourcing.co.uk,BD18 3LF,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
10876218,SILVERSTREAM TECHNOLOGIES (UK) LIMITED,172,94182132,1.862,1.833,1.891,Large,07/20/2017 00:00:00,"Silverstream technologies have developed and pioneered the leading air lubrication technology for the shipping industry, the silverstream® system.",silverstream-tech.com,W1U 4DA,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Research,0,0,,0
09665493,ANDERSEN JAMES GROUP LIMITED,51,1420523,0.328,0.328,,Medium,07/01/2015 00:00:00,About aj.,andersenjames.com,M3 3BZ,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
04503542,ARTHUR EDWARD ASSOCIATES LIMITED,37,1020648,0.361,0.361,,Small,08/05/2002 00:00:00,Arthur edward is the leading beauty & cosmetic recruitment agencies in the uk. view our range of beauty & cosmetic industry jobs we have available here.,arthuredward.com,OX1 4HL,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,1
09010325,BAYLEAF FACILITIES MANAGEMENT LTD,1198,0,2.547,2.547,,Large,04/24/2014 00:00:00,Facility management and cleaning services to london's commercial clients from retail shops to offices and the hospitality industry,bayleaffacilities.com,W1W 6XH,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
01091434,POWER CLEANING SERVICES LIMITED,275,4382125,0.947,0.947,,Large,01/19/1973 00:00:00,"A specialist cleaning company dedicated to tackling the most challenging of environments. whatever your cleaning requirements, we have a solution.",powercleaninggroup.co.uk,IG1 3AL,Business Support Services,Business Support Services: Landscaping and Cleaning Services,,0,,0
FC035990,CAPDESK APS,98,0,0.883,0.883,,Medium,09/12/2017 00:00:00,,capdesk.com,,Legal Services,"Legal Services: Wills, trusts, probate and estate administration",,10.28,2022-09-01,0
08282774,REBOOT ONLINE MARKETING LTD,101,4801710,0.466,0.466,,Medium,11/06/2012 00:00:00,Reboot online is a multi award-winning seo company based in london. we rank clients in the most competitive industries online. talk to an expert today about your seo goals.,rebootonline.com,N12 0BP,"Business Support Services, Digital Creative Industries, Agency Market","Business Support Services: Office Support Services, Digital Creative Industries: Advertising, Agency Market: Branding, Agency Market: Performance Marketing, Agency Market: Public Relations",,0,,1
OC349348,ICS-DIGITAL LLP,171,13489809,0.21550000000000002,0.334,0.097,Medium,10/16/2009 00:00:00,"Ics-digital is an international marketing agency - global seo, content, digital pr and link acquisition across 100+ languages & 58 countries.",ics-digital.com,KT13 8DE,"Business Support Services, Digital Creative Industries, Agency Market","Business Support Services: Office Support Services, Digital Creative Industries: Advertising, Agency Market: Creative, Agency Market: Performance Marketing, Agency Market: Public Relations",,0,,0
OC303675,DELOITTE LLP,38739,8904848400,0.2345,0.209,0.26,Large,01/10/2003 00:00:00,"The uk's most widely used student and graduate job website. search and apply for the latest graduate jobs, schemes and internships from top uk employers today",milkround.com,EC4A 3HQ,Business Support Services,Business Support Services: Employment and Recruitment Services,122542,0,,0
09821370,WEST4 GUARDIANS LTD,59,492628,0.273,0.273,,Medium,10/13/2015 00:00:00,"W4g fire & security - specialist uk security services. including fire detection, electronic security, manned security & vehicle recovery.",w4g-security.com,EX2 7HU,Business Support Services,Business Support Services: Security Services,,0,,0
08872035,"CATALYST CLINICAL RESEARCH EUROPE, LTD.",70,6222675,0.248,0.248,,Medium,01/31/2014 00:00:00,"Welcome to aptus clinical a specialist full-service clinical contract research organisation (cro), transforming promise into value.",aptusclinical.com,SK10 4TG,"Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Pharma: Targeted Therapies, Pharma: Research and Data Analytics, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",531965,0,2022-05-01,0
10629494,FORMULA RECRUITMENT LIMITED,36,1005261,0.418,0.418,,Small,02/20/2017 00:00:00,Harnessing the power of networks,formularecruitment.co.uk,TR26 2JH,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
